,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,total_number_of_reviews,reviewer_score,lat,lng
256714,Annagasse 16 01 Innere Stadt 1010 Vienna Austria,135,7/17/2017,8.9,Schlosshotel R mischer Kaiser,1350,8.8,48.2040859,16.3725046
256932,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,92,3/17/2017,8.8,Adria Boutique Hotel,478,8.3,51.493337200000006,-0.1788931
256990,92 rue de Vaugirard 6th arr 75006 Paris France,139,4/28/2017,8.1,Holiday Inn Paris Saint Germain des Pr s,1407,9.2,48.846837,2.3258066000000004
257016,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,90,6/13/2017,8.4,Best Western Premier Faubourg 88,728,9.2,48.877675599999996,2.3493159
257101,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,144,1/30/2016,8.7,Sydney House Chelsea,585,10.0,51.4910062,-0.1717691
257161,9 11 rue Balzac 8th arr 75008 Paris France,59,4/5/2016,7.5,Hotel De Vigny,368,10.0,48.8738672,2.3005894000000002
257287,Bergara 8 Eixample 08002 Barcelona Spain,256,1/24/2017,8.8,Hotel Pulitzer,1746,7.9,41.386136,2.1682914
257307,Comte d Urgell 232 Eixample 08036 Barcelona Spain,74,10/12/2015,8.7,U232 Hotel,873,10.0,41.389523700000005,2.1490307
257693,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,392,8/3/2017,8.6,Radisson Blu Edwardian Bloomsbury Street,1641,7.1,51.517608,-0.1276253
257828,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,107,9/29/2016,9.0,Hotel Moonlight,617,8.8,51.4940285,-0.19104970000000002
257855,9 Place Boulnois 17th arr 75017 Paris France,20,1/31/2016,7.3,Villa Alessandra,290,6.7,48.8794223,2.2957628
257902,9 Rue de Washington 8th arr 75008 Paris France,78,3/25/2017,8.3,H tel Cristal Champs Elys es,604,6.7,48.872681400000005,2.3020866
258258,9 Rue du Sommerard 5th arr 75005 Paris France,61,5/27/2017,8.5,Best Western Le Jardin de Cluny,516,9.6,48.8497553,2.3467616000000002
258333,9 rue Git le Coeur 6th arr 75006 Paris France,49,7/3/2016,8.9,Relais H tel du Vieux Paris,464,7.5,48.85386079999999,2.3429487
258423,9 Carrefour de l Od on 6th arr 75006 Paris France,20,7/26/2016,9.3,H tel Le Relais Saint Germain,107,9.2,48.851920799999995,2.338878
258619,9 Rue Sainte Beuve 6th arr 75006 Paris France,22,12/19/2016,8.9,Hotel Le Sainte Beuve,143,9.2,48.843899799999996,2.3294857999999996
258660,9 Villa de Saxe 7th arr 75007 Paris France,43,5/23/2016,8.9,Hotel Villa Saxe Eiffel,346,9.6,48.849758,2.3095213
258896,93 Rue de Lille 7th arr 75007 Paris France,99,7/11/2017,9.1,Hotel d Orsay Esprit de France,741,6.7,48.8603599,2.3230777999999996
258938,9 Rue de Constantinople 8th arr 75008 Paris France,11,7/30/2017,7.7,Ibis Styles Paris Gare Saint Lazare,113,4.6,48.879659600000004,2.3209155
258952,9 rue de la Michodi re 2nd arr 75002 Paris France,84,8/1/2017,8.6,Golden Tulip Opera de Noailles,823,7.1,48.869617299999994,2.3346428
259107,9 Rue De Li ge 9th arr 75009 Paris France,74,7/30/2017,8.7,Best Western Premier Op ra Li ge,641,7.1,48.879594700000006,2.3280695
259451,9 rue frochot 9th arr 75009 Paris France,28,7/26/2016,9.0,Le Pigalle Hotel,171,9.2,48.8816073,2.3371647999999996
259678,9 rue Gr goire de Tours 6th arr 75006 Paris France,25,7/26/2017,9.3,Victoire Germain,214,10.0,48.853299,2.337993
259731,9 Rue Littr 6th arr 75006 Paris France,37,7/10/2017,8.6,Le Littr ,304,9.6,48.8454447,2.3242814
259745,97 rue La Bo tie 8th arr 75008 Paris France,54,4/27/2016,8.7,H tel Monna Lisa Champs Elys es,418,7.9,48.874853,2.3245798
259761,98 Rue De Clery 2nd arr 75002 Paris France,63,7/8/2016,8.2,Hotel Les Th tres,738,8.8,48.8694768,2.3515064999999997
259818,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,21,2/20/2017,8.1,Hotel Bellevue Wien,388,9.2,48.226406299999994,16.3600628
259955,90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom,129,7/20/2017,7.8,Thistle Hyde Park,617,7.5,51.511245100000004,-0.1808938
260041,Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,4/5/2016,8.0,Hilton Vienna,3078,8.3,48.206226799999996,16.3833767
260171,Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,12/1/2015,9.2,Catalonia Catedral,1914,10.0,41.384663700000004,2.1740902
260453,Aribau 33 Eixample 08011 Barcelona Spain,269,11/17/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only,2694,6.3,41.38734779999999,2.1603987
260490,92 Rue Du Cherche Midi 6th arr 75006 Paris France,36,7/20/2017,8.9,Hotel Spa La Belle Juliette,303,7.1,48.8474426,2.3223783
260516,92 Rue La Boetie 8th arr 75008 Paris France,88,5/16/2017,8.5,Rochester Champs Elysees,570,9.6,48.8724945,2.3091549
260582,92 Southampton Row Camden London WC1B 4BH United Kingdom,429,1/30/2017,8.3,DoubleTree by Hilton London West End,1774,6.3,51.5201065,-0.1221393
260596,Aribau 54 Eixample 08011 Barcelona Spain,100,6/24/2017,8.5,Cram,778,9.6,41.3880549,2.1599602000000004
261340,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,160,5/2/2017,8.1,Novotel Wien City,1632,10.0,48.2134246,16.3831309
261462,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,396,6/28/2017,8.3,Barcelona Princess,4293,10.0,41.4109715,2.2186535
261523,Avenida Diagonal 589 591 Les Corts 08014 Barcelona Spain,46,4/30/2016,8.1,Hilton Barcelona,281,6.7,41.388682,2.1316368
261849,95 Rue de Richelieu 2nd arr 75002 Paris France,48,7/31/2017,8.1,Mercure Paris Opera Louvre,511,5.8,48.871089500000004,2.3393460999999998
261943,97 avenue des Ternes 17th arr 75017 Paris France,87,7/28/2017,8.6,La Villa des Ternes,937,8.8,48.8803479,2.2858242000000004
261977,Avenida Meridiana 151 Sant Mart 08026 Barcelona Spain,541,12/25/2016,7.9,Catalonia Atenas,6792,9.2,41.4110056,2.1866008999999997
262010,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,61,1/16/2017,8.2,H10 Itaca,732,7.5,41.3810311,2.1455516
262089,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,854,8/3/2017,7.8,Holiday Inn London Kensington Forum,3867,9.6,51.4942305,-0.1851141
262239,Balmes 142 146 Eixample 08008 Barcelona Spain,143,7/3/2017,8.1,Catalonia Diagonal Centro,1918,10.0,41.393863200000006,2.1568039
262252,Bergara 11 Eixample 08002 Barcelona Spain,434,9/5/2015,8.6,Catalonia Plaza Catalunya,4153,9.2,41.3865289,2.1682919
262730,Bergara 2 4 Eixample 08002 Barcelona Spain,334,6/2/2017,8.5,Hotel Regina,2775,10.0,41.3858891,2.1681652000000002
262938,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,406,4/5/2017,8.2,Radisson Blu Edwardian Kenilworth,2011,10.0,51.5179725,-0.12804949999999998
264631,97 rue Lauriston 16th arr 75016 Paris France,54,7/18/2017,8.5,H tel Waldorf Trocad ro,338,9.6,48.8672694,2.2878666
264705,98 Avenue d Italie 13th arr 75013 Paris France,58,8/30/2016,7.5,Best Western Amiral Hotel,1173,8.3,48.825230700000006,2.3569005
264946,99 Bis Rue De Rome 17th arr 75017 Paris France,7,1/1/2017,7.9,Mercure Paris 17 me Saint Lazare Monceau,103,4.2,48.8837472,2.3186342
264948,Albany Street London NW1 3UP United Kingdom,354,3/14/2017,8.3,Melia White House Hotel,1871,7.5,51.5298597,-0.1444623
265169,Bloomsbury Way Camden London WC1A 2SD United Kingdom,387,8/23/2016,8.5,Thistle Holborn The Kingsley,1593,5.4,51.5179659,-0.12343430000000001
265422,Boquer a 10 Ciutat Vella 08002 Barcelona Spain,392,1/10/2016,8.5,Petit Palace Boqueria Garden,3602,10.0,41.3812223,2.1739622000000005
265591,Breite Gasse 9 07 Neubau 1070 Vienna Austria,199,11/17/2015,8.4,Hotel ViennArt am Museumsquartier,2692,7.5,48.2035677,16.356445
265625,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,8/2/2017,8.8,Sir Albert Hotel,1068,9.2,52.3544507,4.8875036
265960,Aldwych Westminster Borough London WC2B 4DD United Kingdom,409,8/3/2017,8.4,The Waldorf Hilton,1479,4.6,51.5131979,-0.1174504
265968,Capellans 4 Ciutat Vella 08002 Barcelona Spain,387,11/23/2016,8.9,Hotel Barcelona Catedral,2695,8.3,41.384828999999996,2.1751277
266122,Cardington Street Euston Camden London NW1 2LP United Kingdom,744,11/30/2015,8.3,Thistle Euston,2474,8.8,51.5291423,-0.13727820000000002
266233,Caspe 103 Eixample 08013 Barcelona Spain,312,7/9/2017,8.5,Ayre Hotel Caspe,3442,8.3,41.3961021,2.1794688
266765,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,555,8/2/2017,8.4,Corendon Vitality Hotel Amsterdam,4410,9.2,52.346644899999994,4.8310984
267751,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,73,7/9/2017,9.1,Maison Borella,777,8.3,45.4521067,9.1758135
267881,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,7/20/2017,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel,1307,10.0,48.1996129,16.3773546
268051,Comte Borrell 208 Eixample 08029 Barcelona Spain,61,12/10/2015,8.0,Zenit Borrell,758,9.2,41.3859873,2.1514021
268112,Coopers Row City of London London EC3N 2BQ United Kingdom,267,3/27/2017,8.7,Grange City Hotel,872,10.0,51.5110114,-0.07712510000000002
268113,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,7/29/2017,9.3,Park Hyatt Vienna,532,9.6,48.210524299999996,16.3683592
268765,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,8/3/2017,8.8,Catalonia Port,701,10.0,41.378751,2.17873
268869,Corcega 255 Eixample 08036 Barcelona Spain,75,2/23/2017,8.6,The Mirror Barcelona,711,9.6,41.3930406,2.1545392999999997
268910,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,520,1/19/2017,7.8,Hampshire Hotel Rembrandt Square Amsterdam,2591,8.8,52.3663466,4.8985764000000005
268987,Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,123,3/8/2016,7.5,Hotel Lloyd,1774,6.3,45.4580781,9.1924205
269285,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,142,6/20/2016,8.4,Hotel Mailberger Hof,1781,9.2,48.204183,16.3726664
269467,Corso di Porta Romana 64 Milan City Center 20122 Milan Italy,191,11/14/2016,7.8,Hotel Romana Residence,2241,6.3,45.4572218,9.1937008
269561,Corso Europa 9 Milan City Center 20122 Milan Italy,107,12/29/2016,7.9,Hotel Galileo,1503,7.0,45.4642651,9.1960569
269701,Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,7/21/2017,8.3,Eurostars Angli,847,9.6,41.4031654,2.1231637
269778,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,20,7/16/2017,9.4,Pillows Anna van den Vondel Amsterdam,161,10.0,52.360741299999994,4.8695315
270464,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,181,10/15/2015,8.5,Apollofirst Boutique Hotel,1284,8.3,52.350396,4.8756404
270470,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,57,7/28/2017,7.5,Best Western Delphi Hotel,372,7.1,52.3504558,4.8770194
270923,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,168,7/23/2017,8.3,Hilton Amsterdam,1064,8.8,52.351380999999996,4.872723000000001
271203,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,419,8/3/2017,8.2,Apollo Hotel Amsterdam,2968,9.2,52.3486098,4.8844292000000005
271574,Corso Sempione 69 Fiera Milano City 20149 Milan Italy,101,4/17/2017,8.2,Qualys Hotel Nasco,1658,6.3,45.4848809,9.1596461
272029,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,83,11/8/2016,8.2,NH Amsterdam Noord,734,7.5,52.3923684,4.9110442
272494,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,161,7/31/2017,8.9,Element Amsterdam,1369,9.6,52.3312406,4.877446599999999
272779,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,272,11/17/2015,8.1,Amadi Park Hotel,1615,7.5,52.364962,4.873495
272894,Elisabets 11 Ciutat Vella 08001 Barcelona Spain,116,9/6/2015,9.6,Hotel Casa Camper,732,9.2,41.383241399999996,2.1685298
273552,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,612,8/3/2017,8.6,Urban Lodge Hotel,5018,7.1,52.3856494,4.834443
274892,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,207,8/2/2017,8.4,The Levante Parliament A Design Hotel,1958,3.8,48.208351799999996,16.354532
275040,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,168,6/16/2017,8.2,H10 Marina Barcelona,1579,9.6,41.393227,2.1927427
275250,Ausi s Marc 34 Eixample 08010 Barcelona Spain,15,7/10/2017,9.0,Room Mate Gerard,67,9.6,41.3919114,2.1765437999999997
276474,Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,145,8/3/2017,8.4,Novotel Barcelona City,1679,9.2,41.4038774,2.1911894
276655,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,63,8/23/2015,8.7,Wilson Boutique Hotel,724,10.0,41.394402899999996,2.150194
276749,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,144,8/1/2017,8.0,The Gates Diagonal Barcelona,1725,7.9,41.4036219,2.1902807999999996
276825,Avenida Litoral 10 Ciutat Vella 08005 Barcelona Spain,199,6/13/2017,8.6,Pullman Barcelona Skipper,1424,10.0,41.386018299999996,2.19473
277041,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,36,8/3/2017,8.6,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,446,9.6,41.3899609,2.135684
277242,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,54,7/30/2017,8.6,NH Hesperia Barcelona Presidente,847,8.8,41.3941338,2.1489569
277406,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,51,7/31/2017,8.9,Vincci Mae,546,10.0,41.3933943,2.1461315
277460,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,105,5/4/2017,8.3,Fairmont Rey Juan Carlos I,1068,9.2,41.3835246,2.1096141
277984,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,52,8/1/2017,8.1,Hotel Ciutadella Barcelona,448,9.0,41.3837583,2.1846932999999997
278246,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,215,8/9/2016,8.5,Gran Hotel Torre Catalunya,1671,5.4,41.37955720000001,2.1425457000000003
278306,Avinguda Icaria 195 Sant Mart 08005 Barcelona Spain,439,11/1/2016,8.0,Hotel SB Icaria Barcelona,3633,7.5,41.393559100000004,2.1993915
278490,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,77,7/3/2017,9.3,Aparthotel Arai 4 Superior,520,10.0,41.380751700000005,2.1772424999999997
279139,Avenida Paralelo 57 59 Sants Montju c 08004 Barcelona Spain,74,7/29/2017,7.8,Tryp Barcelona Apolo Hotel,883,4.2,41.374703100000005,2.1707106
279318,Avenida Pearson 1 3 Les Corts 08034 Barcelona Spain,23,4/19/2017,8.4,Sansi Pedralbes,274,10.0,41.39367,2.1115418
279334,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,54,11/11/2015,8.8,Crowne Plaza Barcelona Fira Center,494,9.6,41.372524600000006,2.1540787999999997
279478,Balmes 103 105 Eixample 08008 Barcelona Spain,128,6/24/2017,8.4,Hotel Barcelona Center,1472,10.0,41.3917169,2.1592613999999997
279975,Avenida Roma 23 Eixample 08029 Barcelona Spain,25,7/9/2017,7.4,Hotel Abbot,292,9.2,41.3815028,2.1449138
280014,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,58,8/2/2017,8.5,Sercotel Amister Art Hotel Barcelona,591,10.0,41.384407200000005,2.1514584
280070,Balmes 117 Eixample 08008 Barcelona Spain,244,9/15/2016,9.3,Olivia Balmes Hotel,1835,9.6,41.392095,2.158493
280090,Avenida Sarri 50 Les Corts 08029 Barcelona Spain,90,7/7/2017,8.1,Melia Barcelona Sarri ,577,8.8,41.391058,2.141706
280203,Avenida Tibidabo 1 Sarri St Gervasi 08022 Barcelona Spain,10,8/13/2015,8.8,ABaC Restaurant Hotel Barcelona GL Monumento,111,10.0,41.4106944,2.136294
280234,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,170,7/30/2017,8.9,Col n Hotel Barcelona,1300,9.6,41.38496129999999,2.1756666
281008,Belgrove Street Camden London WC1H 8AB United Kingdom,392,5/21/2017,8.8,Megaro Hotel,1803,10.0,51.5294411,-0.12337449999999998
281454,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,111,6/20/2017,8.8,Hotel Barcelona Universal,807,8.3,41.375237,2.1684058
281931,Ballester 77 81 Gr cia 08023 Barcelona Spain,43,7/26/2017,7.4,Hotel Ronda Lesseps,867,5.8,41.408640999999996,2.1478143
283017,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,87,7/31/2017,9.0,The Capital,355,9.2,51.499748600000004,-0.1615242
283163,Baumgasse 83 03 Landstra e 1030 Vienna Austria,53,7/11/2017,8.4,Vienna Sporthotel,556,10.0,48.191373,16.4082294
284019,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,215,7/31/2017,8.8,Hotel De Hallen,1420,10.0,52.367756799999995,4.868217400000001
284374,Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,24,7/10/2017,8.6,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,375,9.2,41.389347799999996,2.1209755
286461,Berruguete 126 Horta Guinard 08035 Barcelona Spain,101,7/20/2017,8.1,Hotel Alimara,1991,5.4,41.4337561,2.147327
287363,Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,61,7/11/2017,8.1,Hotel Boltzmann,662,5.8,48.221677899999996,16.356711100000002
287433,Bond Street Mayfair Westminster Borough London W1S 2YF United Kingdom,164,7/16/2017,8.2,The Westbury A Luxury Collection Hotel Mayfair London,715,9.6,51.51444179999999,-0.146432
288482,Boria 24 26 Ciutat Vella 08003 Barcelona Spain,30,10/9/2016,8.6,Mercer House B ria BCN,301,9.2,41.3846844,2.1791065
289053,Bridges Court Road Battersea London SW11 3BE United Kingdom,301,8/2/2017,8.8,Crowne Plaza London Battersea,1071,7.1,51.4689559,-0.1787256
289636,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,908,6/14/2017,8.5,Amba Hotel Marble Arch,3980,10.0,51.51440039999999,-0.1565506
290632,Burggasse 2 07 Neubau 1070 Vienna Austria,101,7/5/2017,9.4,Hotel Sans Souci Wien,824,9.2,48.204576,16.3563661
290906,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,81,7/12/2017,9.5,Taj 51 Buckingham Gate Suites and Residences,310,10.0,51.498861,-0.13748970000000002
290960,C rcega 368 Eixample 08037 Barcelona Spain,115,3/31/2016,8.4,Catalonia La Pedrera,1135,10.0,41.3986093,2.1625037
291362,C rsega 289 Eixample 08008 Barcelona Spain,133,7/3/2017,9.1,Ohla Eixample,978,10.0,41.39445739999999,2.1564353
291677,Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,94,7/12/2017,8.6,Jumeirah Carlton Tower,265,10.0,51.4973568,-0.15767279999999997
291753,Calabria 115 117 Eixample 08015 Barcelona Spain,93,8/2/2017,9.1,Hotel Villa Emilia,869,9.2,41.380246899999996,2.1541148999999997
291916,Calabria 90 92 Eixample 08015 Barcelona Spain,185,2/23/2016,8.8,TWO Hotel Barcelona by Axel 4 Sup Adults Only,2336,9.6,41.379129999999996,2.1561186
292469,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,258,8/2/2017,7.8,Hotel Best Western PLUS Alfa Aeropuerto,2521,9.2,41.328375799999996,2.1129637999999997
292512,Calvet 40 42 Sarri St Gervasi 08021 Barcelona Spain,6,11/8/2015,7.9,AC Hotel Irla a Marriott Lifestyle Hotel,69,7.9,41.3948175,2.1434702000000003
293924,Capitan Arenas 20 Les Corts 08034 Barcelona Spain,54,7/25/2017,7.5,Arenas Atiram Hotels,779,8.8,41.3904305,2.1262314
293999,Carburton Street Westminster Borough London W1W 5EE United Kingdom,542,8/3/2017,8.2,Holiday Inn London Regent s Park,2266,8.3,51.5222472,-0.14261279999999998
294825,Cardenal Reig 11 Les Corts 08028 Barcelona Spain,298,8/2/2017,7.7,Senator Barcelona Spa Hotel,3097,10.0,41.3777977,2.1135971000000002
296607,Carlos Place Westminster Borough London W1K 2AL United Kingdom,53,3/2/2017,9.3,The Connaught,147,8.8,51.510155600000004,-0.1496314
296652,Carrer de Arag 271 Eixample 08007 Barcelona Spain,124,8/1/2017,9.1,Room Mate Anna,1286,9.6,41.392936600000006,2.1653954
296945,Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035 Barcelona Spain,75,8/3/2017,8.7,Gran Hotel La Florida,943,8.3,41.425333200000004,2.1211027999999996
297724,Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom,487,12/2/2016,8.8,Doubletree By Hilton London Greenwich,1805,8.3,51.474469,-0.019428
298510,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,57,5/20/2017,8.9,Chasse Hotel,404,8.3,52.3696719,4.8614475
298835,Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom,326,8/3/2017,8.6,The Chelsea Harbour Hotel,1032,7.5,51.4756558,-0.1813888
299386,Coburgbastei 4 01 Innere Stadt 1010 Vienna Austria,6,4/24/2017,9.5,Palais Coburg Residenz,98,8.8,48.2058584,16.3766545
299681,Consell de Cent 498 500 Eixample 08013 Barcelona Spain,105,7/25/2017,8.3,Eurostars Monumental,1382,10.0,41.4006653,2.1787089
299893,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,71,7/31/2017,8.5,Pestana Arena Barcelona,904,8.3,41.376801,2.1460443
300439,Coram Street Camden London WC1N 1HT United Kingdom,709,8/3/2017,8.2,Holiday Inn London Bloomsbury,2995,4.6,51.524124799999996,-0.1258066
301810,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,282,7/30/2017,8.6,Worldhotel Cristoforo Colombo,2875,10.0,45.4758842,9.205791
302322,Corso Buenos Aires 33 Central Station 20124 Milan Italy,95,8/2/2017,7.6,IH Hotels Milano Puccini,1577,9.6,45.479440600000004,9.209675599999999
302348,Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,84,3/29/2017,8.4,Best Western Hotel City,1193,8.3,45.485887700000006,9.204282699999998
302404,Corso Concordia 1 Milan City Center 20129 Milan Italy,159,5/24/2016,9.0,Ch teau Monfort Relais Ch teaux,1053,8.8,45.468235799999995,9.2073799
302898,Corso Di Porta Nuova 1 Milan City Center 20121 Milan Italy,84,3/10/2017,9.3,Palazzo Parigi Hotel Grand Spa Milano,534,10.0,45.473348,9.191073300000001
303562,Corso di Porta Vigentina 46 Milan City Center 20122 Milan Italy,66,7/19/2017,8.0,Hotel Crivi s,739,8.8,45.4529643,9.196221699999999
303852,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,176,7/26/2017,8.2,Carlyle Brera Hotel,1969,9.2,45.47699229999999,9.1844899
304085,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,122,6/30/2017,7.9,Boscolo Milano Autograph Collection,1213,5.4,45.46676,9.194293
304193,Corso Magenta 19 Milan City Center 20123 Milan Italy,100,7/27/2016,7.3,Mokinba Hotels King,1291,5.4,45.4656023,9.1778675
304637,Corso Sempione 91 Fiera Milano City 20149 Milan Italy,122,7/30/2017,8.5,Enterprise Hotel Design Boutique,1686,8.8,45.4867005,9.157513699999999
304873,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,60,5/16/2017,8.1,Tryp Barcelona Condal Mar Hotel,660,9.2,41.412650799999994,2.2090895
304970,D u i Mata 66 99 Les Corts 08029 Barcelona Spain,109,6/5/2017,8.7,NH Collection Barcelona Constanza,1542,7.5,41.3885274,2.1360471000000003
305019,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,765,5/13/2017,8.4,NH Collection Amsterdam Grand Hotel Krasnapolsky,4686,4.6,52.3727067,4.894365799999999
305417,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,973,5/29/2017,8.0,Park Plaza Victoria Amsterdam,4820,9.6,52.377278000000004,4.897818
307988,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,85,7/24/2017,7.9,Hotel Amsterdam De Roode Leeuw,631,5.4,52.373704,4.893591000000001
308151,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,451,9/5/2015,8.5,Swiss tel Amsterdam,2756,10.0,52.3735266,4.8933041
308758,Daungasse 1 6 7 08 Josefstadt 1080 Vienna Austria,35,4/28/2016,7.9,City Rooms,414,8.8,48.2133296,16.347139900000002
309032,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,196,7/19/2017,7.7,Holiday Inn Amsterdam,1485,4.6,52.3351951,4.8885354
309178,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,514,6/6/2017,8.9,Jaz Amsterdam,7108,10.0,52.314371,4.938806400000001
310465,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,947,3/17/2017,8.7,Best Western Premier Hotel Couture,8177,9.6,52.351113700000006,4.8411629000000005
310661,Diputaci 257 Eixample 08007 Barcelona Spain,221,6/11/2017,8.2,Eurostars Cristal Palace,3046,7.5,41.3897945,2.1660575
311004,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,32,6/1/2017,9.2,Primero Primera,261,10.0,41.4002812,2.1297427000000004
311067,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,80,6/23/2016,7.7,Hotel 4 Barcelona,771,10.0,41.39595870000001,2.2008981
311904,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,321,12/11/2016,8.6,Melia Vienna,3557,9.2,48.231911,16.4129493
312295,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,67,7/25/2017,9.5,Mercer Hotel Barcelona,362,7.5,41.3827,2.1791999
312341,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,309,6/19/2017,8.1,Bilderberg Garden Hotel,2270,5.4,52.351144700000006,4.8740764
312443,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,56,7/27/2017,8.8,Mercure Vienna First,516,10.0,48.21145670000001,16.373867699999998
312523,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,41,7/30/2017,8.4,Melia Barcelona Sky 4 Sup,217,7.9,41.4061636,2.2008956000000004
313133,Diputaci 195 Eixample 08011 Barcelona Spain,69,7/4/2017,8.7,Ako Suites Hotel,771,7.5,41.3861153,2.1611898999999997
313647,Diputaci 262 264 Eixample 08007 Barcelona Spain,36,7/31/2017,8.3,HCC St Moritz,549,10.0,41.390848600000005,2.1680745
